id,refresh_rate,technology,resolution,size,brightness,ram,storage,features,capacity,fast_charge,wireless_charge,chipset,material,weight,dimensions,sim,gps,bluetooth,jack,wifi,nfc,sensors,waterproof,name,version,speaker,productID,product_name
605,144Hz,"Độ phủ màu NTSC 45%, SRGB 62.5%, Adobe 47.34%
Màn hình chống chói : Adaptive-Sync",1920x1080,15.6 inch,,8GB,512GB SSD,  Multi-touch touchpad,48WHrs,180W,False,R5 - 7535HS,Nhựa,2.3kg,35.9 x 25.6 x 2.28 ~ 2.45 cm,,,"Wi-Fi 6
Bluetooth v5.3",False,"Wi-Fi 6
Bluetooth v5.3",,,,Windows 11 Home,Windows 11 Home,"Công nghệ khử tiếng ồn AI
Phần mềm DTS
Chứng nhận độ phân giải cao
Hỗ trợ Microsoft Cortana trường gần/trường xa",605,"Laptop ASUS TUF Gaming A15 FA506NC-HN011W (Ryzen 5 7535HS/8GB/512GB/15.6"" FHD 144Hz/RTX 3050/Windows 11) - Chính hãng"
606,60Hz,"16:10 aspect ratio, LED Backlit, IPS-level Panel, 60Hz refresh rate, 300nits, 45% NTSC color gamut, Anti-glare display",1920x1200,16 inch,,16GB,512GB SSD,  Multi-touch touchpad,"42WHrs, 3S1P, 3-cell Li-ion",,False,R7 - 7730U,Vỏ nhựa,1.88 kg,Dài 358.7 mm - Rộng 249.5 mm - Dày 19.9 mm - Nặng 1.88 kg,,,Wi-Fi 6E,False,Wi-Fi 6E,,,,Windows 11 Home,Windows 11 Home,SonicMaster audio,606,Laptop Asus Vivobook M1605YA-MB303W (R7 7730U/16GB/512GB/16 inch/Win11/Bạc) - Chính hãng
607,60Hz,"Đèn nền LED
Tần số làm mới 60Hz
250nits
Dải màu 45% NTSC
Màn hình chống chói
Được chứng nhận bởi TÜV Rheinland",1920x1080,15.6 inch,,8GB,512GB SSD,  Multi-touch touchpad,42WHrs,,False,i3 - 1215U,Vỏ nhựa,1.70kg,35.97 x 23.25 x 1.79 ~ 1.79 cm,,,"Wi-Fi 6E
Bluetooth 5.3",False,"Wi-Fi 6E
Bluetooth 5.3",,,,Windows 11 Home,Windows 11 Home,"SonicMaster
Loa tích hợp
Micrô array tích hợp",607,"Laptop ASUS Vivobook 15 X1504ZA-NJ582W (i3-1215U/8GB/512GB/15.6"" FHD/Windows 11) - Chính hãng"
608,60Hz,"LED Backlit
Độ sáng 250nits
Độ phủ màu NTSC: 45%
Góc nhìn (H/V) 90/65
Thời gian phản hồi (Typ/Max) (ms) 10/20
Độ tương phản 500:1
Màn hình 16:9
Màn hình chống chói",1920×1080,14 inch,,8GB,512GB SSD,  Multi-touch touchpad,3Cell 42WHrs,,False,i5 - 1335U,Vỏ nhựa,1.49 kg,326.9 x 214.45 x 19.9 mm,,,"Wi-Fi 6E
Bluetooth v5.3",False,"Wi-Fi 6E
Bluetooth v5.3",,,,Windows 11 Home,Windows 11 Home,Âm thanh Dirac,608,"Laptop Asus ExpertBook B1 B1402CVA-NK0062W (i5-1335U/8GB/512GB/14"" FHD/Win11/Đen) - Chính hãng"
609,144 Hz,"16:9, màn hình chống chói, sRGB:100%, Adobe:75.35%, G-Sync, MUX Switch + NVIDIA® Advanced Optimus",1920x1080,15.6 inch,,8GB,512GB SSD,  Multi-touch touchpad,"90WHrs, 4-cell","ø6.0, 240W AC Adapter, Output: 20V DC, 12A, 240W, Input: 100~240C AC 50/60Hz universal",False,i7 - 13620H,,2.20 Kg,354 x 251 x 22.4 mm,,,"Wi-Fi 6
Bluetooth 5.2",False,"Wi-Fi 6
Bluetooth 5.2",,,,Windows 11 Home,Windows 11 Home,"Âm thanh của Dolby Atmos
AI mic khử tiếng ồn
Chứng nhận Màn hình Độ phân giải cao (dành cho tai nghe)
Hỗ trợ Microsoft Cortana tầm gần/Tầm xa
Micrô array tích hợp
Hệ thống 2 loa",609,"Laptop ASUS Gaming TUF FX507VU-LP198W (i7-13620H/8GB/512GB/RTX4050/15.6"" FHD 144HZ/WIN11/Xám)- Chính hãng"
610,60Hz,,2880 x 1800,13.3 inch,,32GB,1TB SSD,  Multi-touch touchpad,4 cell 63 Wh,,False,U7 - 155H,,1 kg,29.62 x 21.63 x 1.09 ~ 1.18 cm,,,"Wifi 6
Bluetooth v5.3",False,"Wifi 6
Bluetooth v5.3",,,,Windows 11 Home,Windows 11 Home,Harman/Kardon,610,Laptop Asus Zenbook S 13 OLED UX5304MA-NQ117W (U7-155U/32GB/1TB/13.3 3K OLED/Win11/Xám)- Chính hãng
611,60Hz,"Độ sáng 600 nits
Thời gian phản hồi 0.2 ms
Màn hình bảo vệ mắt - EYE CARE
Chuẩn DisplayHDR True Black 600",1920x1080,15.6 inch,,8GB,512GB SSD,  Multi-touch touchpad,3 Cells 63WHrs,,False,R5 - 5600H,Vỏ nhựa - nắp lưng bằng kim loại,1.65kg,359.8 x 235.3 x 18.9 ~ 19.9 (mm),,,"Wi-Fi 6
Bluetooth v5.0",False,"Wi-Fi 6
Bluetooth v5.0",,Không,,Windows 10 Home SL,Windows 10 Home SL,Harman Kardon,611,Laptop ASUS VivoBook Pro M3500QC-L1105T (R5-5600H/8GB/512GB PCIE/VGA 4GB RTX3050/15.6 FHD OLED/WIN10/Xanh) - Chính hãng
612,60Hz,,1920x1200,14 inch,,8GB,512GB SSD,  Multi-touch touchpad,,,False,i3 - 1220P,,1.6kg,,,,,,,,,,,,,612,"Máy tính xách tay Vivobook Asus A1403ZA-LY153W (I3-1220P/8GB DDR4 on board/512GB/14"" WUXGA/Win11/Blue) - Chính hãng"
613,60Hz,"Thời gian phản hồi 0.2 ms
Màn hình bảo vệ mắt - EYE CARE
Chuẩn DisplayHDR True Black 600
Low Blue Light
600 nits (Khi bật HDR)
1.07 tỷ màu",1920x1080,15 inch,,8GB,1TB SSD,  Multi-touch touchpad,"3-cell Li-ion, 50 Wh",65 W,False,i9 - 13900H,Vỏ nhựa - nắp lưng bằng kim loại,1.7kg,Dài 356.8 mm - Rộng 227.6 mm - Dày 19.9 mm,,,"Wi-Fi 6E
Bluetooth v5.3",False,"Wi-Fi 6E
Bluetooth v5.3",,,,Windows 11 Home,Windows 11 Home,SonicMaster audio,613,"Laptop Asus Vivobook Pro 15 OLED A1505VA-L1386W (i9-13900H/8GB DDR4+8GB DDR4 onboard/1TB/Iris Xe/15.6"" OLED FHD/Win11/Silver) - Chính hãng"
614,120Hz,"Anti-Glare with 45% NTSC, NanoEdge",1920x1080,15.6 inch,,4GB,512GB SSD, Chiclet Keyboard with Num-key ,"42WHrs, 3S1P, 3-cell Li-ion",,False,i3 - 1115G4,Vỏ nhựa,1.8 kg,35.90 x 23.50 x 1.79 ~ 1.79 cm,,,"Wi-Fi 6
Bluetooth v5.0",False,"Wi-Fi 6
Bluetooth v5.0",,,,Windows 10 Home,Windows 10 Home,Harman Kardon,614,"Máy tính xách tay Asus Vivobook A515EA-BQ1532T (i3-1115G4/4GB/512GB/15.6"" FHD/Win10/Black) - Chính hãng"
615,60Hz,"Màn hình chống loá, 45% NTSC",1366x768,11.6 inch,,4GB,128GB SSD,"  Multi-touch touchpad, NUMBERPAD 2.0","2 Cell, 38 Wh",,False,Celeron-N4020,Vỏ nhựa,1.13 Kg,279.1 x 191.2 x 16.9 mm,,,"Wi-Fi 5
Bluetooth 4.2",False,"Wi-Fi 5
Bluetooth 4.2",,,,Windows 10 Home,Windows 10 Home,2 loa,615,"Máy tính xách tay Asus E210MA-GJ353T (N4020/4GB/128GB/UHD 600/11.6"" HD/Win10/Peacock Blue) - Chính hãng"
616,90Hz,"OLED 16:10 aspect ratio, 100% DCI-P3 color gamut, PANTONE Validated, Screen-to-body ratio: 84 ％",2880x1800,14 inch,,8GB,512GB SSD,  Multi-touch touchpad,"3-cell Li-ion, 63WHrs, 3S1P",,False,R7 - 5800H,Vỏ nhựa - nắp lưng bằng kim loại,1.45 kg,31.74 x 22.85 x 1.92 ~ 1.93 cm,,,"Wi-Fi 6
Bluetooth v5.0",False,"Wi-Fi 6
Bluetooth v5.0",,,,Windows 10 Home,Windows 10 Home,Asus SonicMaster stereo,616,"Máy tính xách tay Asus M3401QA-KM025T (R7-5800H/8GB DDR4 on board/512GB M.2 NVMe PCIe 3.0 SSD/Radeon/14"" OLED 2.8K/Win10 64Bit/Transparent Silver)"
617,90Hz,"16:10, OLED, 400nits, DCI-P3: 100%, Pantone Validated",2880x1800,14 inch,,8GB,512GB SSD,  Multi-touch touchpad,"63WHrs, 3S1P, 3-cell Li-ion",,False,R7 - 5800H,Vỏ nhựa - nắp lưng bằng kim loại,1.4kg,31.74(W) x 22.85(D) x 1.92 ~ 1.93(H) cm,,,"Wi-Fi 6
Bluetooth v5.0",False,"Wi-Fi 6
Bluetooth v5.0",,,,Windows 10 Home,Windows 10 Home,Harman Kardon speakers,617,"Máy tính xách tay Asus Vivobook Pro 14 OLED M3401QA-KM040T (R7-5800H/8GB DDR4 on board/512GB/AMD Radeon/14"" OLED WQXGA+/Win10/Quiet Blue) - Chính hãng"
618,90Hz,"16:10, OLED, 400nits, DCI-P3: 100%, Pantone Validated",2880x1800,14 inch,,8GB,512GB SSD,  Multi-touch touchpad,"3-cell, 63WHrs Li-ion",,False,R7 - 5800H,Vỏ nhựa - nắp lưng bằng kim loại,1.4kg,31.74 x 22.85 x 1.92 ~ 1.93 cm,,,"Wi-Fi 6
Bluetooth v5.0",False,"Wi-Fi 6
Bluetooth v5.0",,,,Windows 11 Home,Windows 11 Home,Audio by Harman/Kardon,618,"Máy tính xách tay Asus Vivobook PRO 14 OLED M3401QA-KM040W (R7-5800H/8GB DDR4 on board/512GB/Radeon/14"" OLED 2.8K/Win11/Quiet Blue) - Chính hãng"
619,60Hz,"OLED 16:9 aspect ratio, 600nits peak brightness, 100% DCI-P3 color gamut",1920x1080,15 inch,,16GB,512GB SSD,  Multi-touch touchpad,"3-cell, 63WHrs Li-ion",,False,R7 - 5800H,Vỏ nhựa - nắp lưng bằng kim loại,1.65kg,35.98 x 23.53 x 1.89 ~ 1.99 cm,,,"Bluetooth v5.0
Wi-Fi 6",False,"Bluetooth v5.0
Wi-Fi 6",,,,Windows 11 Home,Windows 11 Home,Harman Kardon speakers,619,"Máy tính xách tay Asus Vivobook Pro 15 OLED M3500QC-L1327W (R7-5800H/16GB on board/512GB/RTX 3050/15.6"" OLED FHD/Win11/Silver) - Chính hãng"
620,60Hz,"Độ sáng 600 nits
Thời gian phản hồi 0.2 ms
Màn hình bảo vệ mắt - EYE CARE
Chuẩn DisplayHDR True Black 600
Màn hình OLED
1.07 tỷ màu",1920x1080,15 inch,,16GB,512GB SSD,  Multi-touch touchpad,"3-cell Li-ion, 63 Wh",,False,R5 - 5600H,Vỏ nhựa - nắp lưng bằng kim loại,1.65 kg,Dài 359.8 mm - Rộng 235.3 mm - Dày 19.9 mm,,,"Wi-Fi 6
Bluetooth v5.0",False,"Wi-Fi 6
Bluetooth v5.0",,,,Windows 10 Home SL,Windows 10 Home SL,Audio by Harman/Kardon,620,"Laptop Asus Vivobook Pro 15 OLED M3500QC-L1388W (R5-5600H/16GB on board/512GB/RTX 3050/15.6"" OLED FHD/Win11/Silver) - Chính hãng"
621,60Hz,WV 250nits Glare NTSC 45%,1920x1080,14 inch,,8GB,512GB SSD,  Multi-touch touchpad,"63WHrs, 3S1P, Li-ion 3 Cell","Bộ chuyển đổi AC ø4.0, 45W, Đầu ra: 19V DC, 2.37A, 45W, Đầu vào: 100 ~ 240V AC 50 / 60Hz phổ thông",False,R5 - 5500U,Vỏ nhựa - nắp lưng bằng kim loại,1.5Kg,32.40 x 22 x 1.82 cm,,,"Wi-Fi 6
Bluetooth v5.0",False,"Wi-Fi 6
Bluetooth v5.0",,Cảm ứng đa điểm,,Windows 11 Home,Windows 11 Home,2 loa,621,Máy tính xách tay Asus Vivobook Flip 14 TM420UA-EC022T (R5-5500U/8GB/512GB/AMD Radeon/14.0 inch FHD/Win10/ Đen) - Chính hãng
622,90Hz,,2880x1800,14 inch,,8GB,512GB SSD,  Multi-touch touchpad,,,False,R5 - 5600H,,1.4kg,,,,,,,,,,,,,622,"Máy tính xách tay Asus Zenbook 14X OLED UM5401QA-KN053W (R5-5600H/8GB/512GB/AMD Radeon /14"" OLED 2.8K Touch/Win11/Jade Black) - Chính hãng"
623,90Hz,,2880x1800,14 inch,,8GB,512GB SSD,  Multi-touch touchpad,,,False,R5 - 5600H,,1.4kg,,,,,,,,,,,,,623,"Máy tính xách tay Asus Zenbook 14X OLED UM5401QA-KN209W (R5-5600H/8GB/512GB/AMD Radeon /14"" OLED 2.8K Touch/Win11/Jade Black) - Chính hãng"
624,Đang cập nhật,"TN, Anti-glare, LED Blackit, 220nits, 45% NTSC",1920x1080,15.6 inch,,8GB,512GB SSD,  Multi-touch touchpad,"42WHrs, 3S1P, 3-cell Li-ion
Pin polymer lithium có thể sạc lại, tuổi thọ dài.","TYPE-C, Bộ nguồn 65W AC, Đầu ra: 20V DC, 3.25A, 65W, Đầu vào: 100~240V AC 50/60 Hz phổ dụng",False,i5-1235U,Vỏ nhựa,1.69kg,36.16 x 23.30 x 1.99 ~ 1.99 cm (14.24 inch x 9.17 inch x 0.78 inch ~ 0.78 inch),,,"Wi-Fi 6
Bluetooth 5.2",False,"Wi-Fi 6
Bluetooth 5.2",,Không,,Windows 11 Home,Windows 11 Home,"Âm thanh Dirac
Loa tích hợp
Microphone tích hợp",624,Laptop ASUS ExpertBook B1 B1502CB - (B1502CBA-NJ1137W) (i5-1235U/8GB/512GB/TPM/15.6FHD/W11H/Đen) - Chính hãng
625,120Hz,"14,0 inch, Tỷ lệ khung hình OLED 16:10 3K (2880 x 1800), Tần số làm mới 120Hz, 400nits, Độ sáng tối đa 600 nit HDR, Dải màu DCI-P3 100%, 1,000,000:1, Màn hình HDR True Black 600 đạt CHỨNG NHẬN VESA, 1,07 tỉ màu sắc , Màn hình gương, Giảm 70% ánh sáng xanh có hại, Không có tính năng cảm ứng, (Tỷ lệ màn hình trên thân máy)87%",2880x1800,14 inch,,16GB,1TB SSD," Bàn phím Chiclet RGB 1 vùng
Hành trình phím 1.7mm
Phím Copilot ",75WHrs,"TYPE-C, Bộ nguồn 90W AC, Đầu ra: 20V DC, 4.5A, 90W, Đầu vào: 100~240V AC 50/60 Hz phổ dụng",False,U5 - 125H,Vỏ kim loại,1.30kg,31.05 x 22.19 x 1.39 ~ 1.59 cm (12.22 inch x 8.74 inch x 0.55 inch ~ 0.63 inch),,,"Wi-Fi 6E
Bluetooth 5.3",True,"Wi-Fi 6E
Bluetooth 5.3",,,,Windows 11,Windows 11,"Công nghệ Amply Thông minh
Loa tích hợp
Micro tích hợp
Micrô array tích hợp
harman/kardon (Dòng chính)",625,"Laptop Asus S14 OELD S5406MA-PP136W (Ultra 5-125H - AI/16GB/1TB /14"" 3K/Win 11 Home/Xanh) - Chính hãng"
626,120Hz,"Thời gian đáp ứng 0,2 ms
Tần số làm mới 120Hz
400nits, Độ sáng tối đa 500 nit
Dải màu DCI-P3 100%
1,000,000:1
Màn hình HDR True Black 500 đạt CHỨNG NHẬN VESA
1,07 tỉ màu sắc
Đạt chuẩn PANTONE Validated
Màn hình gương
Giảm 70% ánh sáng xanh có hại
Màn hình Cảm ứng
Tỷ lệ màn hình trên thân máy 91%
Có hỗ trợ bút Stylus",2880x1800,14 inch,,16GB,512GB SSD,  Multi-touch touchpad,75 Wh,"TYPE-C, Bộ đổi nguồn AC 65W, Đầu ra: 20V DC, 3,25A, 65W, Đầu vào: 100~240V AC 50/60Ghz chung",False,U7 - 155H,Nhôm,1.35kg,31.35 x 21.79 x 1.46 ~ 1.99 cm,,,"Wi-Fi 6E
Bluetooth v5.3",True,"Wi-Fi 6E
Bluetooth v5.3",,Có,,Windows 11 Home,Windows 11 Home,"Công nghệ Amply Thông minh
Loa tích hợp
Micrô array tích hợp
harman/kardon (Cao cấp)",626,Laptop ASUS Zenbook DUO UX8406MA-PZ307W (Core Ultra 7 155H/16GB/512GB/14'' 3K OLED Cảm ứng/Windows 11) - Chính hãng
627,120Hz,"Thời gian đáp ứng 0,2 ms
Tần số làm mới 120Hz
400nits, Độ sáng tối đa 500 nit
Dải màu DCI-P3 100%
1,000,000:1
Màn hình HDR True Black 500 đạt CHỨNG NHẬN VESA
1,07 tỉ màu sắc
Đạt chuẩn PANTONE Validated
Màn hình gương
Giảm 70% ánh sáng xanh có hại
Màn hình Cảm ứng
Tỷ lệ màn hình trên thân máy 91%
Có hỗ trợ bút Stylus",2880x1800,14 inch,,32GB,1TB SSD,  Multi-touch touchpad,75 Wh,"TYPE-C, Bộ đổi nguồn AC 65W, Đầu ra: 20V DC, 3,25A, 65W, Đầu vào: 100~240V AC 50/60Ghz chung",False,U9 - 185H,Nhôm,1.39kg,31.35 x 21.79 x 1.46 ~ 1.99 cm,,,"Wi-Fi 6E
Bluetooth v5.3",True,"Wi-Fi 6E
Bluetooth v5.3",,Có,,Windows 11 Home,Windows 11 Home,"Công nghệ Amply Thông minh
Loa tích hợp
Micrô array tích hợp
harman/kardon (Cao cấp)",627,Laptop ASUS Zenbook DUO UX8406MA-PZ142W (Core Ultra 9 185H/32GB/1TB/14'' 3K OLED Cảm ứng/Windows 11) - Chính hãng
628,120Hz,"Thời gian đáp ứng 0,2 ms
Độ sáng 400nits
Độ sáng tối đa 600 nit HDR
Dải màu DCI-P3 100%
Tỉ lệ tương phản 1,000,000:1
Màn hình HDR True Black 600 đạt CHỨNG NHẬN VESA
1,07 tỉ màu sắc
Màn hình gương
Giảm 70% ánh sáng xanh có hại
Được chứng nhận bởi TÜV Rheinland
Màn hình bảo vệ mắt SGS
Tỷ lệ màn hình trên thân máy 87%",2880x1800,14 inch,,32GB,1TB SSD,  Multi-touch touchpad,75 Wh,"TYPE-C, Bộ đổi nguồn AC 65W, Đầu ra: 20V DC, 3,25A, 65W, Đầu vào: 100~240V AC 50/60Ghz chung",False,U9 - 185H,Nhôm,1.20kg,31.24 x 22.01 x 1.49 ~ 1.49 cm,,,"Wi-Fi 6E
Bluetooth v5.3",False,"Wi-Fi 6E
Bluetooth v5.3",,Không,,Windows 11 Home,Windows 11 Home,"Công nghệ Amply Thông minh
Loa tích hợp
Micrô array tích hợp
harman/kardon (Cao cấp)",628,"Laptop ASUS Zenbook 14 OLED UX3405MA-PP475W (Core Ultra 9 185H/32GB/1TB/Intel Arc/14"" 3K OLED 120Hz/Windows 11) - Chính hãng"
629,144Hz,45% NTSC,1920x1080,15.6 inch,,8GB,512GB SSD,  Multi-touch touchpad,56 Wh,200W,False,R7 - 4800H,Vỏ nhựa - nắp lưng bằng kim loại,2.1kg,354 x 259 x 20.6 mm,,,"Wi-Fi
Bluetooth v5.1",False,"Wi-Fi
Bluetooth v5.1",,Không,,Windows 11 Home,Windows 11 Home,ASUS SonicMaster,629,"Laptop Gaming ASUS ROG Strix G15 G513IC-HN729W - (Ryzen 7 4800H/8GB/512GB/15.6"" FHD IPS 144Hz/RTX 3050/Windows 11) - Chính hãng"
630,120Hz,"Thời gian đáp ứng 0,2 ms
Độ sáng 400nits
Độ sáng tối đa 600 nit HDR
Dải màu DCI-P3 100%
Tỉ lệ tương phản 1,000,000:1
Màn hình HDR True Black 600 đạt CHỨNG NHẬN VESA
1,07 tỉ màu sắc
Màn hình gương
Giảm 70% ánh sáng xanh có hại
Được chứng nhận bởi TÜV Rheinland
Màn hình bảo vệ mắt SGS
Tỷ lệ màn hình trên thân máy 87%",2880x1800,14 inch,,16GB,512GB SSD,  Multi-touch touchpad,75 Wh,"TYPE-C, Bộ đổi nguồn AC 65W, Đầu ra: 20V DC, 3,25A, 65W, Đầu vào: 100~240V AC 50/60Ghz chung",False,U5 - 125H,Nhôm,1.20kg,31.24 x 22.01 x 1.49 ~ 1.49 cm,,,"Wi-Fi 6E
Bluetooth v5.3",False,"Wi-Fi 6E
Bluetooth v5.3",,Không,,Windows 11 Home,Windows 11 Home,"Công nghệ Amply Thông minh
Loa tích hợp
Micrô array tích hợp
harman/kardon (Cao cấp)",630,"Laptop ASUS Zenbook 14 OLED UX3405MA-PP588W (Core Ultra 5 125H/16GB/512GB/Intel Arc/14"" 3K OLED 120Hz/Windows 11) - Chính hãng"
631,90Hz,"Thời gian đáp ứng 0,2 ms
Độ sáng 400nits
Độ sáng tối đa 600 nit HDR
Dải màu DCI-P3 100%
Tỉ lệ tương phản 1,000,000:1
Màn hình HDR True Black 600 đạt CHỨNG NHẬN VESA
1,07 tỉ màu sắc
Đạt chuẩn PANTONE Validated
Màn hình gương
Giảm 70% ánh sáng xanh có hại
Được chứng nhận bởi TÜV Rheinland
Màn hình bảo vệ mắt SGS
Tỷ lệ màn hình trên thân máy 90%",2880x1800,14 inch,,16GB,512GB SSD,  Multi-touch touchpad,75WHrs,"TYPE-C, Bộ đổi nguồn AC 65W, Đầu ra: 20V DC, 3,25A, 65W, Đầu vào: 100~240V AC 50/60Ghz chung",False,i5 - 1340P,Vỏ kim loại,1.39kg,31.36 x 22.06 x 1.69 ~ 1.69 cm,,,"Wi-Fi 6E
Bluetooth 5",True,"Wi-Fi 6E
Bluetooth 5",,Không,,Windows 11 Home,Windows 11 Home,"Công nghệ Amply Thông minh
Loa tích hợp
Micrô array tích hợp
harman/kardon (Cao cấp)",631,"Laptop ASUS Zenbook 14 OLED UX3402VA-KM085W (i5-1340P/16GB/512GB/14"" WQXGA+/Windows 11/Kèm túi đựng) - Chính hãng"
632,60Hz,"Đèn nền LED
Tần số làm mới 60Hz
250nits
Dải màu 45% NTSC
Màn hình chống chói
Được chứng nhận bởi TÜV Rheinland",1920x1080,14 inch,,8GB,256GB SSD,  Multi-touch touchpad,42WHrs,,False,i5 -1335U,Vỏ Nhựa,1.40kg,32.49 x 21.39 x 1.79 ~ 1.79 cm,,,"Wi-Fi 6E
Bluetooth 5.3",False,"Wi-Fi 6E
Bluetooth 5.3",,,,Windows 11 Home,Windows 11 Home,"SonicMaster
Loa tích hợp
Micrô array tích hợp",632,"Laptop ASUS Vivobook 14 X1404VA-NK125W (i5-1335U/8GB/256GB/14"" FHD/Windows 11) - Chính hãng"
633,60Hz,"Tỉ lệ 16:9
Độ sáng 600 nit
1 tỉ màu
Độ phủ màu 100% DCI-P3
Độ tương phản 1,000,000:1
Thời gian phản hồi 0.2ms
Đạt chuẩn PANTONE Validated, VESA CERTIFIED True Black 600 HDR, SGS Eye Protector
Giảm 70% ánh sáng xanh",1920x1080,15.6 inch,,16GB,512GB SSD, Chiclet Keyboard with Num-key ,50WHrs,,False,i5 - 13500H,Vỏ kim loại,1.70kg,35.68 x 22.76 x 1.99 ~ 1.99 cm,,,"Wi-Fi 6E
Bluetooth 5",False,"Wi-Fi 6E
Bluetooth 5",,,,Windows 11 Home Single Language,Windows 11 Home Single Language,Hệ thống âm thanh SonicMaster,633,"Laptop ASUS Vivobook 15 OLED A1505VA-L1114W (i5-13500H/16GB/512GB/15.6"" FHD OLED/Windows 11) - Chính hãng"
634,60Hz,"Tấm nền OLED
Tỉ lệ 16:9
Thời gian phản hồi 0.2ms
Độ sáng cực đại tối đa 600nits
Độ phủ màu 100% DCI-P3
Tỉ lệ tương phản 1,000,000:1,
Màn hình 1.07 tỉ màu",1920x1080,15.6 inch,,16GB,512GB SSD,  Multi-touch touchpad,50WHrs,"ø4.5, Bộ đổi nguồn AC 65W, Đầu ra: 19V DC, 3,42A, 65W, Đầu vào: 100~240V AC 50/60Hz phổ thông
Bộ nguồn 65W AC (đi kèm với bộ vi xử lý ADL P series)",False,i9 - 13900H,,1.70kg,35.68 x 22.76 x 1.99 ~ 1.99 cm,,,"Wi-Fi 6E
Bluetooth 5.3",True,"Wi-Fi 6E
Bluetooth 5.3",,,,Windows 11 Home,Windows 11 Home,"SonicMaster
Loa tích hợp
Micrô array tích hợp
hỗ trợ nhận dạng giọng Cortana",634,"Laptop ASUS Vivobook 15 OLED A1505VA-L1201W (i9-13900H/16GB/512GB /15.6"" FHD OLED/Windows 11) - Chính hãng"
635,60Hz,"Tấm nền OLED
Tỉ lệ 16:9
Thời gian phản hồi 0.2ms
Độ sáng cực đại tối đa 400nits
Độ phủ màu 100% DCI-P3
Tỉ lệ tương phản 1,000,000:1,
Màn hình 1.07 tỉ màu",1920x1080,15.6 inch,,16GB,512GB SSD,  Multi-touch touchpad,50WHrs,,False,i5 - 1340P,Vỏ nhựa,1.60kg,35.97 x 23.25 x 1.79 ~ 1.79 cm,,,"Wi-Fi 6E
Bluetooth 5.3",True,"Wi-Fi 6E
Bluetooth 5.3",,,,Windows 11 Home,Windows 11 Home,"SonicMaster
Loa tích hợp
Micrô array tích hợp
hỗ trợ nhận dạng giọng Cortana",635,"Laptop ASUS Vivobook 15X OLED S3504VA-L1226W (i5-1340P/16GB/512GB/15.6"" FHD OLED/Windows 11) - Chính hãng"
636,60Hz,"Đèn nền LED
Độ sáng 220nits
Dải màu 45% NTSC
Màn hình chống chói",1920x1080,14 inch,,8GB,256GB SSD,  Multi-touch touchpad,37WHrs,,False,i3 - 1115G4,Nhựa,1.60kg,32.54 x 21.60 x 1.99 cm,,,"Wi-Fi 5
Bluetooth 5.1",False,"Wi-Fi 5
Bluetooth 5.1",,Không,,Windows 11 Home,Windows 11 Home,"220 nits
Chống chói Anti Glare
LED Backlit",636,"Laptop ASUS Vivobook X415EA-EK2043W (i3-1115G4/8GB/256GB/14"" FHD/Windows 11) - Chính hãng"
637,144Hz,"Chống chói Anti Glare
Công nghệ IPS
Adaptive-Sync
250 nits",1920x1080,15.6 inch,,8GB,512GB SSD,  Multi-touch touchpad,4 Cell 76WHrs,,False,i7 - 12650H,Vỏ nhựa,2kg,Dài 354 mm - Rộng 251 mm - Dày 20.7 mm - Nặng 2 kg,,,"Bluetooth v5.2
Wi-Fi 6",False,"Bluetooth v5.2
Wi-Fi 6",,,,Windows 11 Home,Windows 11 Home,Hi-Res certificationDolby Atmos,637,Laptop ASUS TUF Dash F15 FX517ZR-HN086W
638,240Hz,"Màn hình ROG Nebula HDR
Mini LED
Màn hình chống chói
DCI-P3: 100%
Thời gian đáp ứng: 3ms
G-Sync
Đạt chuẩn Pantone Validated
MUX Switch + NVIDIA® Advanced Optimus
Hỗ trợ Dolby Vision HDR: Có",2560x1600,16 inch,,32GB,1TB SSD,  Multi-touch touchpad,"4-cell Li-ion, 90 Wh",280 W,False,i9 - 13900H,Nắp lưng bằng kim loại - Chiếu nghỉ tay Nhôm Magie,2.1 kg,"35.5 x 24.6 x 2.11 ~ 2.29 cm
2.30 Kg",,,"Wi-Fi 6E
Bluetooth 5.2",False,"Wi-Fi 6E
Bluetooth 5.2",,,,Windows 11 Home Single Language,Windows 11 Home Single Language,"Công nghệ Smart AMP
3 microphones
Dolby Atmos",638,"Laptop Asus ROG Zephyrus M16 GU604VI-NM779W (i9-13900H/32GB/1TB/ RTX 4070 8GB/16"" QHD+ MiniLED/Windows 11) – Chính hãng"
639,240Hz,"ROG Nebula Display
IPS
Màn hình chống chói
DCI-P3: 100.00%
Thời gian đáp ứng: 3ms
G-Sync
Đạt chuẩn Pantone Validated
MUX Switch + NVIDIA® Advanced Optimus
Hỗ trợ Dolby Vision HDR: Có",2560x1600,18 inch,,32GB,1TB SSD,  Multi-touch touchpad,"4-cell Li-ion, 90 Wh",280 W,False,i9- 13980HX,Vỏ nhựa - nắp lưng bằng kim loại,3.0kg,"39.9 x 29.4 x 2.31 ~ 3.08 cm
3.00 Kg",,,"Wi-Fi 6E
Bluetooth 5.2",False,"Wi-Fi 6E
Bluetooth 5.2",,Không,,Windows 11 Home,Windows 11 Home,"Hi-Res certification
Công nghệ Smart AMP
Dolby Atmos",639,"Laptop Asus ROG Strix G18 G814JI-N6063W (i9-13980HX/32GB/1TB/RTX 4070 8GB/18"" QHD IPS/Windows 11) – Chính hãng"
